"","Carpinteria.interaction.type","Carpinteria.con.taxonomy","Carpinteria.con.taxonomy.level","Carpinteria.con.common","Carpinteria.con.lifestage","Carpinteria.res.taxonomy","Carpinteria.res.taxonomy.level","Carpinteria.res.common","Carpinteria.res.lifestage","Carpinteria.con_taxon_id","Carpinteria.res_taxon_id"
"1814",NA,"Calidris mauri","species","Western Sandpiper","adults","Polydora cilliata","species","Polydora cilliata","adults",21,94
"1815",NA,"Numenius phaeopus","species","Whimbrel","adults","Picornavirus","genus","virus","adults",63,90
"1816",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Picornavirus","genus","virus","adults",26,90
"1817",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Apicomplexa","genus","apicomplexan-spionid","adults",26,13
"1818",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Polydora cilliata","species","Polydora cilliata","adults",26,94
"1819",NA,"Catoptrophorus semipalmatus","species","Willet","adults","Trichodina sp.","genus","Trichodina sp.","adults",26,115
"1820",NA,"Procyon locator","species","Raccoon","adults","Picornavirus","genus","virus","adults",82,90
"1821",NA,"Procyon locator","species","Raccoon","adults","Plasmodium sp.","genus","Plasmodium sp.","adults",82,91
"1822",NA,"Procyon locator","species","Raccoon","adults","Trichodina sp.","genus","Trichodina sp.","adults",82,115
"1823",NA,"Picornavirus","genus","virus","adults","Portunion conformis","species","Portunion conformis","adults",75,96
"1824","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",89,100
"1825","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",89,103
"1826","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",89,69
"1827","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",89,97
"1828","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",64,100
"1829","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",89,89
"1830","predacious","Macoma secta","species","White Sand Macoma","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",57,100
"1831","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",64,103
"1832","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",89,17
"1833","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",64,69
"1834","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",94,100
"1835","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",89,46
"1836","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",83,100
"1837","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Renicola sp.","genus","Renicola sp.","cercaria",89,104
"1838","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",64,97
"1839","predacious","Macoma secta","species","White Sand Macoma","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",57,103
"1840","predacious","Macoma secta","species","White Sand Macoma","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",57,69
"1841","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",89,73
"1842","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",89,109
"1843","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",94,103
"1844","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",83,103
"1845","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",94,69
"1846","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Parvatrema sp.","genus","Parvatrema sp.","cercaria",89,87
"1847","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",95,100
"1848","predacious","Macoma secta","species","White Sand Macoma","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",57,97
"1849","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",83,69
"1850","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",64,89
"1851","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",94,97
"1852","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",64,17
"1853","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",83,97
"1854","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",56,100
"1855","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Pygidiopsoides spindalis","species","Pygidiopsoides spindalis","cercaria",93,100
"1856","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",89,34
"1857","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Renicola buchanani","species","Renicola buchanani","cercaria",89,102
"1858","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",95,103
"1859","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",64,46
"1860","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",95,69
"1861","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Renicola sp.","genus","Renicola sp.","cercaria",64,104
"1862","predacious","Macoma secta","species","White Sand Macoma","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",57,89
"1863","predacious","Macoma secta","species","White Sand Macoma","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",57,17
"1864","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",56,103
"1865","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",64,73
"1866","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",64,109
"1867","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Renicola cerithidicola","species","Renicola cerithidicola","cercaria",93,103
"1868","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",89,2
"1869","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",94,89
"1870","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",95,97
"1871","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",89,86
"1872","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",83,89
"1873","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",56,69
"1874","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Maritrema sp.","genus","Maritrema sp.","cercaria",93,69
"1875","predacious","Macoma secta","species","White Sand Macoma","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",57,46
"1876","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",94,17
"1877","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",89,26
"1878","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",83,17
"1879","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Parvatrema sp.","genus","Parvatrema sp.","cercaria",64,87
"1880","predacious","Macoma secta","species","White Sand Macoma","adults","Renicola sp.","genus","Renicola sp.","cercaria",57,104
"1881","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",94,46
"1882","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",56,97
"1883","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Probolocoryphe species A","genus","Probolocoryphe species A","cercaria",93,97
"1884","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",83,46
"1885","predacious","Macoma secta","species","White Sand Macoma","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",57,73
"1886","predacious","Macoma secta","species","White Sand Macoma","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",57,109
"1887","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Renicola sp.","genus","Renicola sp.","cercaria",94,104
"1888","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Renicola sp.","genus","Renicola sp.","cercaria",83,104
"1889","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",64,34
"1890","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",95,89
"1891","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Renicola buchanani","species","Renicola buchanani","cercaria",64,102
"1892","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",94,73
"1893","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",94,109
"1894","predacious","Macoma secta","species","White Sand Macoma","adults","Parvatrema sp.","genus","Parvatrema sp.","cercaria",57,87
"1895","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",83,73
"1896","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",83,109
"1897","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",95,17
"1898","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",89,55
"1899","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",95,46
"1900","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Parvatrema sp.","genus","Parvatrema sp.","cercaria",83,87
"1901","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",56,89
"1902","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Phocitremoides ovale","species","Phocitremoides ovale","cercaria",93,89
"1903","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",64,2
"1904","predacious","Macoma secta","species","White Sand Macoma","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",57,34
"1905","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Renicola sp.","genus","Renicola sp.","cercaria",95,104
"1906","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",56,17
"1907","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Austrobilharzia sp.","genus","Austrobilharzia sp.","cercaria",93,17
"1908","predacious","Macoma secta","species","White Sand Macoma","adults","Renicola buchanani","species","Renicola buchanani","cercaria",57,102
"1909","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",64,86
"1910","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",64,26
"1911","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",95,73
"1912","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",95,109
"1913","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",56,46
"1914","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Euhaplorchis californiensis","species","Euhaplorchis californiensis","cercaria",93,46
"1915","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Renicola buchanani","species","Renicola buchanani","cercaria",94,102
"1916","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Cloacitrema michiganiensis","species","Cloacitrema michiganiensis","cercaria",83,34
"1917","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Renicola buchanani","species","Renicola buchanani","cercaria",83,102
"1918","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Renicola sp.","genus","Renicola sp.","cercaria",56,104
"1919","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Renicola sp.","genus","Renicola sp.","cercaria",93,104
"1920","predacious","Macoma secta","species","White Sand Macoma","adults","Acanthoparyphium spinulosum","species","Acanthoparyphium spinulosum","cercaria",57,2
"1921","predacious","Macoma secta","species","White Sand Macoma","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",57,86
"1922","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",56,73
"1923","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",56,109
"1924","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Mesostephanus appendiculatus","species","Mesostephanus appendiculatus","cercaria",93,73
"1925","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Stictodora hancocki","species","Stictodora hancocki","cercaria",93,109
"1926","predacious","Macoma secta","species","White Sand Macoma","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",57,26
"1927","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Parvatrema sp.","genus","Parvatrema sp.","cercaria",56,87
"1928","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Parorchis acanthus","species","Parorchis acanthus","cercaria",83,86
"1929","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",94,26
"1930","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",64,55
"1931","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Renicola buchanani","species","Renicola buchanani","cercaria",95,102
"1932","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",83,26
"1933","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Renicola buchanani","species","Renicola buchanani","cercaria",56,102
"1934","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Renicola buchanani","species","Renicola buchanani","cercaria",93,102
"1935","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Capitella capitata","species","Capitella capitata","larvae",89,23
"1936","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",89,95
"1937","predacious","Macoma secta","species","White Sand Macoma","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",57,55
"1938","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Cryptomya californica","species","California Softshell Clam","larvae",89,37
"1939","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",89,67
"1940","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Macoma secta","species","White Sand Macoma","larvae",89,68
"1941","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",89,75
"1942","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",89,79
"1943","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",89,99
"1944","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Saxidomus nuttalli","species","Butter Clam","larvae",89,106
"1945","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",89,110
"1946","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Tagelus californianus","species","California Jackknife Clam","larvae",89,111
"1947","predacious","Saxidomus nuttalli","species","Butter Clam","adults","Tagelus subteres","species","Lesser Tagelus","larvae",89,112
"1948","predacious","Tagelus subteres","species","Lesser Tagelus","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",95,26
"1949","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",94,55
"1950","predacious","Protothaca staminea","species","Pacific Littleneck Clam","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",83,55
"1951","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",56,26
"1952","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Catatropis johnstoni","species","Catatropis johnstoni","cercaria",93,26
"1953","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Capitella capitata","species","Capitella capitata","larvae",64,23
"1954","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",64,95
"1955","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Cryptomya californica","species","California Softshell Clam","larvae",64,37
"1956","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",64,67
"1957","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Macoma secta","species","White Sand Macoma","larvae",64,68
"1958","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",64,75
"1959","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",64,79
"1960","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",64,99
"1961","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Saxidomus nuttalli","species","Butter Clam","larvae",64,106
"1962","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",64,110
"1963","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Tagelus californianus","species","California Jackknife Clam","larvae",64,111
"1964","predacious","Nuttallia nuttallii","species","California Mahogany Clam","adults","Tagelus subteres","species","Lesser Tagelus","larvae",64,112
"1965","predacious","Macoma nasuta","species","Bent-nosed Clam","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",56,55
"1966","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Himasthla rhigedana","species","Himasthla rhigedana","cercaria",93,55
"1967","predacious","Macoma secta","species","White Sand Macoma","adults","Capitella capitata","species","Capitella capitata","larvae",57,23
"1968","predacious","Macoma secta","species","White Sand Macoma","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",57,95
"1969","predacious","Macoma secta","species","White Sand Macoma","adults","Cryptomya californica","species","California Softshell Clam","larvae",57,37
"1970","predacious","Macoma secta","species","White Sand Macoma","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",57,67
"1971","predacious","Macoma secta","species","White Sand Macoma","adults","Macoma secta","species","White Sand Macoma","larvae",57,68
"1972","predacious","Macoma secta","species","White Sand Macoma","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",57,75
"1973","predacious","Macoma secta","species","White Sand Macoma","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",57,79
"1974","predacious","Macoma secta","species","White Sand Macoma","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",57,99
"1975","predacious","Macoma secta","species","White Sand Macoma","adults","Saxidomus nuttalli","species","Butter Clam","larvae",57,106
"1976","predacious","Macoma secta","species","White Sand Macoma","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",57,110
"1977","predacious","Macoma secta","species","White Sand Macoma","adults","Tagelus californianus","species","California Jackknife Clam","larvae",57,111
"1978","predacious","Macoma secta","species","White Sand Macoma","adults","Tagelus subteres","species","Lesser Tagelus","larvae",57,112
"1979","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Capitella capitata","species","Capitella capitata","larvae",94,23
"1980","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",94,95
"1981","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Cryptomya californica","species","California Softshell Clam","larvae",94,37
"1982","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",94,67
"1983","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Macoma secta","species","White Sand Macoma","larvae",94,68
"1984","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",94,75
"1985","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",94,79
"1986","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",94,99
"1987","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Saxidomus nuttalli","species","Butter Clam","larvae",94,106
"1988","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",94,110
"1989","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Tagelus californianus","species","California Jackknife Clam","larvae",94,111
"1990","predacious","Tagelus californianus","species","California Jackknife Clam","adults","Tagelus subteres","species","Lesser Tagelus","larvae",94,112
"1991","predacious","Anas platyrhynchos","species","Mallard","adults","Culex tarsalis","species","Western Encephalitis Mosquito","larvae",11,38
"1992","predacious","Anas platyrhynchos","species","Mallard","adults","Aedes taeniorhynchus","species","Black Salt Marsh Mosquito","larvae",11,7
"1993","predacious","Anas americana","species","American Wigeon","adults","Culex tarsalis","species","Western Encephalitis Mosquito","larvae",7,38
"1994","predacious","Anas americana","species","American Wigeon","adults","Aedes taeniorhynchus","species","Black Salt Marsh Mosquito","larvae",7,7
"1995","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Culex tarsalis","species","Western Encephalitis Mosquito","larvae",67,38
"1996","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Capitella capitata","species","Capitella capitata","larvae",99,23
"1997","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",99,95
"1998","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Cryptomya californica","species","California Softshell Clam","larvae",99,37
"1999","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",99,67
"2000","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Macoma secta","species","White Sand Macoma","larvae",99,68
"2001","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",99,75
"2002","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",99,79
"2003","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",99,99
"2004","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Saxidomus nuttalli","species","Butter Clam","larvae",99,106
"2005","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",99,110
"2006","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Tagelus californianus","species","California Jackknife Clam","larvae",99,111
"2007","predacious","Upogebia macginitieorum","species","Southern Mud Shrimp","adults","Tagelus subteres","species","Lesser Tagelus","larvae",99,112
"2008","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Aedes taeniorhynchus","species","Black Salt Marsh Mosquito","larvae",67,7
"2009","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Capitella capitata","species","Capitella capitata","larvae",93,23
"2010","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Polydora nuchalis","species","Polydora nuchalis","larvae",93,95
"2011","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Capitella capitata","species","Capitella capitata","adults",67,23
"2012","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Cryptomya californica","species","California Softshell Clam","larvae",93,37
"2013","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Macoma nasuta","species","Bent-nosed Clam","larvae",93,67
"2014","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Macoma secta","species","White Sand Macoma","larvae",93,68
"2015","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Mytilus galloprovincialis","species","Blue Mussel","larvae",93,75
"2016","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Nuttallia nuttallii","species","California Mahogany Clam","larvae",93,79
"2017","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Protothaca staminea","species","Pacific Littleneck Clam","larvae",93,99
"2018","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Saxidomus nuttalli","species","Butter Clam","larvae",93,106
"2019","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Tagelus affinis","species","Fat Jackknife Clam","larvae",93,110
"2020","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Tagelus californianus","species","California Jackknife Clam","larvae",93,111
"2021","predacious","Tagelus affinis","species","Fat Jackknife Clam","adults","Tagelus subteres","species","Lesser Tagelus","larvae",93,112
"2022","predacious","Oxyura jamaicensis","species","Ruddy Duck","adults","Polydora nuchalis","species","Polydora nuchalis","adults",67,95
"2023","predacious","Anas discors","species","Blue-winged Teal","adults","Culex tarsalis","species","Western Encephalitis Mosquito","larvae",10,38
"2024","predacious","Anas cyanoptera","species","Cinnamon Teal","adults","Culex tarsalis","species","Western Encephalitis Mosquito","larvae",9,38
"2025","predacious","Anas platyrhynchos","species","Mallard","adults","Acteocina inculta","species","Acteocina inculta","adults",11,4
"2026","predacious","Anas crecca","species","Green-winged Teal","adults","Culex tarsalis","species","Western Encephalitis Mosquito","larvae",8,38
"2027","predacious","Anas discors","species","Blue-winged Teal","adults","Aedes taeniorhynchus","species","Black Salt Marsh Mosquito","larvae",10,7
